category,store_name,original_price,discount_percent,price,comment_count,rating,name,sold,link,
Điện,ĐIỆN TỬ HỒNG UYÊN,98.000 ₫,-24%,74480,-2,4.5,Đồng hồ vạn năng Điện tử kỹ thuật số màn hình LCD XL830L độ chính xác cao (Bán kèm pin 9v) - Điện tử hồng uyên,6 Đã bán,https://www.lazada.vn/products/pdp-i2797897710.html,
"Thiết bị sưởi, làm lạnh và thông gió",ADVOr5hp,110.000 ₫,-37%,69300,-57,4.8,Quạt Mini Quạt phản lực cầm tay có thể sạc lại Gió mạnh 100Gear Tốc độ gió Màn hình kỹ thuật số Quạt,229 Đã bán,https://www.lazada.vn/products/pdp-i3094701749.html,
Phụ kiện điện thoại & máy tính bảng,CHANG TAN,180.000 ₫,-56%,79200,-87,4.7,[ FREESHIP KÈM CÁP SẠC] PIN SẠC DỰ PHÒNG CAO CẤP THIẾT KẾ MÀN HÌNH LED CỰC SANG TRỌNG - 2 CỔNG SẠC NHANH + ĐÈN LED SIÊU SÁNG TẦM NHÌN TỐT - SẠC DỰ PHÒNG AN TOÀN CHO MỌI DÒNG ĐIỆN THOẠI,129 Đã bán,https://www.lazada.vn/products/pdp-i2620443676.html,
Điện,ForesightOfficialStore,87.900 ₫,-40%,52740,-17,4.5,"Ổ cắm điện thông minh 5 phích cắm, 2 cổng sạc USB, 9 ổ cắm đa năng dây dài 1,8 mét điện đa năng có công tắc",44 Đã bán,https://www.lazada.vn/products/pdp-i2638967012.html,
Phụ kiện điện thoại & máy tính bảng,CHANG TAN,180.000 ₫,-56%,79200,-122,4.7,"GIÁ SỈ TẶNG CÁP SẠC NHANH 39K - PIN TRÂU 30000MAH, PIN SẠC DỰ PHÒNG CAO CẤP THIẾT KẾ MÀN HÌNH GƯƠNG 2 CỔNG SẠC NHANH",177 Đã bán,https://www.lazada.vn/products/pdp-i2634869031.html,
Trang trí nhà cửa,Nhím shop 94,65.000 ₫,-42%,37700,-4,4,"Đồng Hồ Điện Tử Để Bàn Có Đèn LED Đổi Màu, Đa Chức Năng : Thời Gian, Ngày Tháng, Báo Thức, Đo Độ",13 Đã bán,https://www.lazada.vn/products/pdp-i1729439181.html,
Trường học & văn phòng,SEHENA3,81.626 ₫,-44%,45710,,,SEHVN 12 chữ số điện kép chức năng Tiêu chuẩn điện tử máy tính cầm tay cho văn phòng hàng ngày và cơ bản,,https://www.lazada.vn/products/pdp-i3065513061.html,
Điện,47shop-net,320.000 ₫,-39%,195200,-42,5,"Công tơ - đồng hồ điện tử 6 thông số đo công suất, cường độ (100A)",132 Đã bán,https://www.lazada.vn/products/pdp-i2484576728.html,
Trang trí nhà cửa,shopbonbon56,240.000 ₫,-46%,129600,-193,4.9,[ SALE SẬP SÀN ] Đồng Hồ Để Bàn Điện Tử Led Trang Trí Cao Cấp,2.1K Đã bán,https://www.lazada.vn/products/pdp-i1299808407.html,
Dụng cụ cầm tay & phụ kiện,Vinetteam Store,159.000 ₫,-44%,89040,,,"Đồng hồ vạn năng DT9205A đồng hồ đo điện thông minh màn hình kĩ thuật số, độ chính xác cao - dc5266",,https://www.lazada.vn/products/pdp-i2613856196.html,
Điện,Plata,85.000 ₫,-24%,64600,-2,5,Đồng hồ đo điện Volt Ohm Amp AC/DC đa năng Digital Multimeter DT-830B cho thợ điện tử thiết kế nhỏ gọn dễ sử dụng chi phí thấp,16 Đã bán,https://www.lazada.vn/products/pdp-i2592565128.html,
Điện,Gia Dụng PINGS,110.000 ₫,-37%,69300,-27,4.8,Ổ điện đa năng ổ cắm điện thông minh 2200W chống giật chống cháy 4 ổ USB 5V2A và đèn ngủ tiện lợi,108 Đã bán,https://www.lazada.vn/products/pdp-i2433640919.html,
Điện,SMH,240.000 ₫,-30%,168000,-131,4.9,Thiết bị đo công suất 100A công tơ điện tử,588 Đã bán,https://www.lazada.vn/products/pdp-i815138110.html,
Điện,orientation,240.000 ₫,-25%,180000,-7,4.6,"Đồng hồ điện tử hiển thị 6 thông số,Thiết bị đo công suất 100A 220V,công tơ điện tử",39 Đã bán,https://www.lazada.vn/products/pdp-i815210303.html,
Điện,A_Hoco_Shop,213.300 ₫,-39%,130113,-353,4.9,Đồng hồ đo công suất điện 220V có nút RESET độ chính xác cao màn hình hiển thị LCD P U I Kwh bộ công tơ điện tử,1.3K Đã bán,https://www.lazada.vn/products/pdp-i2381928314.html,
Điện,Phương Đông Lighting,170.000 ₫,-32%,115600,-692,4.9,Đồng hồ đo điện vạn năng Samwa YX-360 TRn,2.4K Đã bán,https://www.lazada.vn/products/pdp-i1640031219.html,
Điện,Moscow Six,149.000 ₫,-47%,78970,,,[Nóng] Đồng hồ vạn năng kỹ thuật số Đồng hồ đo điện áp kháng Máy dò dòng điện áp LCD Đồng hồ đo ba cực đo điện áp vôn ôm kế,,https://www.lazada.vn/products/pdp-i2873808448.html,
Điện,BUM BI,,,,-1,5,"Đồng Hồ Đo Điện Tử XL830L Có Màn Hình LCD Cầm Tay Nhỏ Gọn, Thiết Bị Đo Dòng Điện Độ Chính Xác Cao Kèm Pin Và Dây Đo",,https://www.lazada.vn/products/pdp-i3052023345.html,
Trường học & văn phòng,XIMEN2,30.396 ₫,-42%,17629,-1,5,"XIMiM Máy tính điện tử mini cho học sinh đồ dùng văn phòng tính toán màu kẹo,",,https://www.lazada.vn/products/pdp-i3072636855.html,
Điện,Smart power,240.000 ₫,-27%,175200,-41,4.6,Thiết bị đo công suất 100A công tơ điện tử,234 Đã bán,https://www.lazada.vn/products/pdp-i815080952.html,
Dụng cụ điện & phụ kiện,HANDPHONEVN,,,,-1,5,Nhiệt Kế Điện Tử Đo Nhiệt Độ Hiển Thị Số LCD Dây Đầu Dò Nhiệt Độ Dây Dò Dài 2m,,https://www.lazada.vn/products/pdp-i2347393821.html,
Thiết bị y tế,Thiết Bị KQ,,,,-2,5,Đồng hồ điện tử kiêm nhiệt ẩm kế siêu mỏng,20 Đã bán,https://www.lazada.vn/products/pdp-i264602105.html,
Dụng cụ đo lường,Linh Kiện Điện Tử 3MS Tân Phú,247.500 ₫,-12%,217800,,,Đồng Hồ Đo Vạn Năng DT-9208A,,https://www.lazada.vn/products/pdp-i1529139988.html,
Phụ kiện điện thoại & máy tính bảng,NOBAHSI,,,,-144,4.5,Bộ sạc dự phòng 66W mới Sạc nhanh 50000 mAh Công suất lớn Mini nhỏ gọn Điện thoại di động ngoài trời sạc kho báu PD 20W Kèm 4 Đầu Sạc Siêu Tiện Lợi,378 Đã bán,https://www.lazada.vn/products/pdp-i3047365410.html,
Điện,XUKO Shop.,,,,-30,5,"Công tơ điện tử đa năng hiển thị 1 thông số và 4 thông số 80A LW đo công suất, điện áp, cường độ dòng điện",145 Đã bán,https://www.lazada.vn/products/pdp-i1762828678.html,
Điện,TBD THUẬN PHONG,288.000 ₫,-34%,190080,-21,5,Công tơ điện tử 1 pha 60A Nakasi  có RESET - Đồng hồ đo công suất Kwh hiển thị nhiều thông số,105 Đã bán,https://www.lazada.vn/products/pdp-i1477980032.html,
Điện,newstyle vn,76.700 ₫,-7%,71331,-263,4.8,"[Giao hàng 12 giờ⚡️] Ổ cắm điện thông minh 5 phích cắm, 2 cổng sạc USB, 9 ổ cắm đa năng dây dài 1,8 mét điện đa năng có công tắc, điện thông minh, phích cắm điện chống giật, phích cắm đa năng",851 Đã bán,https://www.lazada.vn/products/pdp-i2609038736.html,
Điện,Gia dụng Thông Minh HCG,,,,-1,5,Ổ Cắm Điện Đa Năng Chữ T Siêu Tiện Dụng (4 Chấu + 2 Cổng USB) - Ổ Điện Tiện Lợi Kết Hợp Đèn Ngủ,,https://www.lazada.vn/products/pdp-i3005791974.html,
Trang trí nhà cửa,MijiaPlay,129.000 ₫,-31%,89010,-1,5,Đồng hồ điện tử 3Life Ngày hiển thị tuần Cài đặt báo thức kép Nghiêng góc nhìn 15 ° Đồng hồ đầu giường kỹ thuật số,,https://www.lazada.vn/products/pdp-i3188910426.html,
Điện,Home_Technology_89,,,,-4,5,"Công tơ điện tử 6 Thông Số 220V-100A LWDSS1 ,công tơ điện tử ,đồng hồ đo điện,thiết bị đo công suất lắp phòng trọ,hộ gia đình.",15 Đã bán,https://www.lazada.vn/products/pdp-i2913534102.html,
Điện thoại bàn,LeNgan _Store,399.000 ₫,-25%,299250,-70,4.7,"điện thoại A78 - A78 5G máy 2simram 8G/256G, Cấu hình mạnh đỉnh Cày PUBG/Liên Quân/Free Fire/Tiktok siêu mượt - PNB",87 Đã bán,https://www.lazada.vn/products/pdp-i3092974591.html,
Phụ kiện Máy tính,xunmei digital,275.000 ₫,-65%,96250,-9,4.8,GOIIOG | Chuột Không Dây Bluetooth Đôi Chế Độ Im Lặng Sạc Được cho Máy Tính xách Tay và Văn Phòng,5 Đã bán,https://www.lazada.vn/products/pdp-i3204990510.html,
Điện,Npp Điện Nước Online,290.000 ₫,-55%,130500,-63,4.8,Công Tơ Điện Tử 1 Pha 2 Dây 5(80)A. Đồng Hồ Đo Điện Điện Tử Máy Đo Điện Sử Dụng Cho Gia Đình Phòng Trọ Phòng Cho Thuê Giá Rẻ.,373 Đã bán,https://www.lazada.vn/products/pdp-i2623000010.html,
Điện,homelifestorevn,218.100 ₫,-41%,128679,-30,5,Đồng hồ đo công suất điện 220V có nút độ chính xác cao màn hình hiển thị LCD P U I Kwh bộ công tơ điện tử A,128 Đã bán,https://www.lazada.vn/products/pdp-i2406997860.html,
Nhà thông minh,PK Happy Shop,325.000 ₫,-30%,227500,-439,4.9,"New 2022 , Loa Bluetooth XM 520 Thiết Kế Vỏ Gỗ Sang Trọng Dạng Thanh Để Bàn , Bass Chuẩn , Ấm , Công Suất 20W Siêu Trầm - Bảo Hành 1 Năm - Happy Shop",1.1K Đã bán,https://www.lazada.vn/products/pdp-i2011975962.html,
"Thiết bị sưởi, làm lạnh và thông gió",DIVA SHOPPING,129.000 ₫,-23%,99330,-155,4.6,Quạt Sắt Để Bàn Nhỏ Gọn Xoay 360 Độ Tiện Dụng Cổng Sạc USB Không Cần Ổ Cắm Tạo Không Khí Thoáng Mát Tiết Kiệm Điện Năng,509 Đã bán,https://www.lazada.vn/products/pdp-i1994822216.html,
Điện,A_hoco__Store,229.000 ₫,-41%,135110,-23,4.9,【🔥HCM/24H】Đồng hồ vạn năng DT9205A màn hình kỹ thuật số đồng hồ vạn năng thông minh Máy đo bảo dưỡng thợ điện chính xác cao,57 Đã bán,https://www.lazada.vn/products/pdp-i1904566071.html,
Điện,cosmetics.beauty,99.677 ₫,-37%,62796,-193,4.7,"1.8M Ổ cắm điện đa năng thông minh  2-5cổng USB 5v sạc nhanh, ổ chịu tải 2500W, iết kiệm 30 kilowatt H dây nối ổ điện lập phương đa năng tự ngắt",673 Đã bán,https://www.lazada.vn/products/pdp-i1652183628.html,
Điện,Đồ Chơi Sáng Tạo - DIY,70.000 ₫,-20%,56000,-51,4.8,Đồng hồ vạn năng đo điện A830L và DT-830B,234 Đã bán,https://www.lazada.vn/products/pdp-i1968125827.html,
"Thiết bị sưởi, làm lạnh và thông gió",GIA DỤNG AN BÁCH,300.000 ₫,-20%,240000,-30,4.5,"ĐÈN SƯỞI NHÀ TẮM 3 BÓNG  KOTTMANN MODEL K3B-G, ĐÈN 3 BÓNG CAMAC CM03A CÔNG SUẤT 825W. BÓNG ĐÈN SƯỞI  R125 CÔNG SUẤT 275W HÀNG ĐẸP LOẠI 1",130 Đã bán,https://www.lazada.vn/products/pdp-i2872574785.html,
Điện,PhongNhi,,,,-32,4.8,Đồng hồ vạn năng điện tử ZOYI ZT-S1 đồng hồ đa năng kỹ thuật số màn hình LCD,108 Đã bán,https://www.lazada.vn/products/pdp-i1481014347.html,
Điện,Ba3Van,182.000 ₫,-24%,138320,-4,5,Đồng Hồ Đo Điện Vạn Năng Kỹ Thuật Số Tự Động Hiển Thị Và Lưu Chuyên Nghiệp Kiểm Tra Điện Áp AC/DC,8 Đã bán,https://www.lazada.vn/products/pdp-i3083752404.html,
Điện,WHUEAL5,258.795 ₫,-44%,144925,-52,4.8,WHUEAL5 Aneng Đồng hồ vạn năng kỹ thuật số m118a Máy kiểm tra AC/DC cầm tay máy đo điện trở Mini RMS,151 Đã bán,https://www.lazada.vn/products/pdp-i2774503409.html,
Điện,Kim Khí Tổng Hợp HD,165.000 ₫,-6%,155100,-49,4.7,"XẢ KHO 3 NGÀY_Aptomat Panasonic 2 pha 20,32,40,63A",430 Đã bán,https://www.lazada.vn/products/pdp-i1962399809.html,
Phụ kiện điện thoại & máy tính bảng,Phụ Kiện Mydo,125.000 ₫,-20%,100000,-177,4.8,Củ Sạc  Xiaomi 67W 6A 2 Cổng USB A - USB C Công Nghệ Turbo Sạc Siêu Nhanh,629 Đã bán,https://www.lazada.vn/products/pdp-i2180385084.html,
Trang trí nhà cửa,Mickeyshop,,,,-2,5,"Đồng Hồ Để Bàn LED Màn Hình LCD Báo Thức, Cảm Biến Âm Thanh",5 Đã bán,https://www.lazada.vn/products/pdp-i3071080375.html,
Dụng cụ đo lường,UKSTORE,190.000 ₫,-28%,136800,,,[Bảo hành 1 đổi 1] Đồng hồ đo điện vạn năng DT9205A Digital Multimeter Excel,,https://www.lazada.vn/products/pdp-i1330333960.html,
Điện,AONISU,179.000 ₫,-31%,123510,-540,4.9,"Ổ Cắm Điện Thông Minh 5 Phích , 3 Cổng Sạc USB , Dây Dài 5 Mét - Ổ Điện Đa Năng Có Công Tắc , Ổ Điện Thông Minh , Phích Cắm Điện Chống Giật , Phích Cắm Đa Năng",1.9K Đã bán,https://www.lazada.vn/products/pdp-i886830366.html,
Điện,Gia Dụng PINGS,62.000 ₫,-21%,48980,-27,4.8,Ổ Cắm Điện Đa Năng Chữ T Siêu Tiện Dụng (4 Chấu + 2 Cổng USB) - Ổ Điện Tiện Lợi Kết Hợp Đèn Ngủ,179 Đã bán,https://www.lazada.vn/products/pdp-i2188067563.html,
Điện,home smart 89,200.000 ₫,-13%,174000,-73,4.9,"Đồng hồ đo công suất tiêu thụ điện thiết bị 220V, ổ cắm đo công suất",309 Đã bán,https://www.lazada.vn/products/pdp-i1241286325.html,
Điện,Landnn,,,,-4,5,003 Thiết Bị Đo Dòng Điện Mini USB Có Màn Hình Kỹ Thuật Số,11 Đã bán,https://www.lazada.vn/products/pdp-i2471508289.html,
Trường học & văn phòng,WHPHous Vietnam,77.206 ₫,-44%,43235,-1,5,WHPHous 12 chữ số điện kép chức năng Tiêu chuẩn điện tử máy tính cầm tay cho văn phòng hàng ngày và cơ bản,,https://www.lazada.vn/products/pdp-i3019264820.html,
Trang trí nhà cửa,Sáng Tạo 88,,,,-87,5,"Đồng Hồ Để Bàn Điện Tử T10 Hiển Thị Nhiệt Độ, Độ Ẩm",250 Đã bán,https://www.lazada.vn/products/pdp-i1562505179.html,
Điện,ALL United States MaII,290.000 ₫,-59%,118900,-53,4.8,Điện Lực Nhật Bản ▷ Tiết Kiệm Điện Chính Hãng Từ Nhật Bản LazMall Bán Chạy Nhất Japan Thiết Bị Tiết Kiệm Năng Lượng Điện Chính Hãng Eletricity Saving Box Bộ Tiết Kiệm Điện Nhật Bản,104 Đã bán,https://www.lazada.vn/products/pdp-i3098640552.html,
Dụng cụ cầm tay & phụ kiện,ZOYI Tools,452.000 ₫,-47%,239560,-2,5,Đồng Hồ Đo Điện Vạn Năng Điện Tử Đo Điện Mini Bỏ Túi Ac/Dc Zoyi Vc921 - Bảo Hành 12 Tháng,5 Đã bán,https://www.lazada.vn/products/pdp-i2846063857.html,
Điện,Auto Tour,198.000 ₫,-38%,122760,-22,4.8,Đồng hồ vạn năng Vastar Dt9205a Đồng hồ vạn năng Màn hình kỹ thuật số thông minh Độ chính xác cao,59 Đã bán,https://www.lazada.vn/products/pdp-i2720332765.html,
Điện,Charming House,120.000 ₫,-12%,105600,-491,4.6,"Đồng hồ vạn năng VOM Samwa YX360-TRn - Đồng hồ đo điện kèm pin chuyên đo dòng điện xoay chiều, một chiều và điện trở",1.6K Đã bán,https://www.lazada.vn/products/pdp-i702958917.html,
Điện,FTP Mobie,240.000 ₫,-27%,175200,-31,4.9,Thiết bị đo công suất 100A công tơ điện tử,203 Đã bán,https://www.lazada.vn/products/pdp-i815100709.html,
Điện,BUM STORE.,,,,,,"Đồng Hồ Đo Điện Kỹ Thuật Số XL830L Độ Chính Xác Cao, Dụng Cụ Đo Điện Tử Kiểm Tra Điện Kèm Pin Và Dây Đo Chuyên Dụng",,https://www.lazada.vn/products/pdp-i3052001413.html,
Điện,Điện tử dân dụng 24h,,,,-67,4.9,"Đồng Hồ Vạn Năng Điện Tử XL830L XL830 830 - Đồng Hồ Đo Điện áp DC, AC, Đo dòng điện, đo điện trở (Có Pin + dây)",237 Đã bán,https://www.lazada.vn/products/pdp-i2513928308.html,
Điện,Gia Dụng Marrre,105.000 ₫,-41%,61950,-26,4.9,2500W Ổ Cắm Điện Đa Năng 6 Cổng Tích Hợp Sạc USB 2 Cáp USB 3 Và 5M Dây Cáp Dày Chất Có Chốt An Toàn Tiện Dụng OD01,82 Đã bán,https://www.lazada.vn/products/pdp-i2747027575.html,
Camera giám sát & hệ thống,Camera Yoosee Super Guard,550.000 ₫,-33%,368500,-599,4.8,"[HÀNG XỊN - FREESHIP] Camera wifi yoosee fullhd 1920 x 1080P 3 râu, camera wifi giám sát lắp trong nhà ban đêm có hồng ngoại xoay 360 độ, phát hiện chuyển động di chuyển theo người, camera đàm thoại 2 chiều ghi âm",2.8K Đã bán,https://www.lazada.vn/products/pdp-i1005458086.html,
Xe hơi,flyingskystore,184.100 ₫,-39%,112301,-56,4.9,Đồng Hồ Vạn Năng DT9205A Đồng Hồ Vạn Năng Thông Minh Màn Hình Kỹ Thuật Số Độ Chính Xác Cao Dụng Cụ Kiểm Tra Bảo Trì Thợ Điện,157 Đã bán,https://www.lazada.vn/products/pdp-i2038736366.html,
Điện,Linh Kiện Điện Tử Quỳnh Diễn,30.000 ₫,-3%,29100,-6,5,Đồng hồ Ampe kế đo dòng điện 1 chiều DC - linh kiện điện tử QUỲNH DIỄN,17 Đã bán,https://www.lazada.vn/products/pdp-i2662861918.html,
Phụ kiện điện thoại & máy tính bảng,goojodoqstore.vn,450.000 ₫,-46%,243000,-145,4.8,"sạc dự phòng GOOJODOQ 20000mAh PD 22.5W sạc nhanh, đi kèm 4 dây ,Đèn pin độ sáng cao Sạc Pin Phụ Kiện,Power Bank",523 Đã bán,https://www.lazada.vn/products/pdp-i2717184317.html,
Dụng cụ cầm tay & phụ kiện,Minh Khôi Electric,300.000 ₫,-31%,207000,-86,4.6,"Đồng hồ vạn năng Samwa KH-965 tặng kèm pin,đồng hồ điện tử,máy đo vạn năng, đo điện,đồng hồ đa năng đo điện trở,đồng hồ vạn năng kim,đồng hồ đo vạn năng,đồng hồ điện tử,đồng hồ đo dòng điện,dong ho van nang,đồng hồ đo tụ điện,đồng hồ đo điện trở,đồng hồ đ",205 Đã bán,https://www.lazada.vn/products/pdp-i2469802008.html,
Điện,Phụ Kiện Điện Thoại Lâm Music,54.075 ₫,-11%,48126,-4,5,Chia Ổ Điện Kiêm Đèn Ngủ Có 2 Usb Sạc Điện Thoại. Ổ Điện Thông Minh Chữ T Kèm Đèn Ngủ Và Sạc USB - Bộ Chia Ổ Điện 2 Cổng,25 Đã bán,https://www.lazada.vn/products/pdp-i2765933878.html,
Phụ kiện điện thoại & máy tính bảng,ESSAGER,1.131.856 ₫,-51%,554609,-133,4.9,Essager 22.5W sạc dự phòng S 20000mAh Màn hình hiển thị kỹ thuật số được xây dựng trong Loại C Cáp Lightning di động USB-A Type-C pd20w sạc nhanh 10000mAh sạc dự phòng S 4 đầu ra 2 lnputs cho iphone16 15-5 Huawei Samsung máy tính bảng Máy Tính Xách Tay Ta,383 Đã bán,https://www.lazada.vn/products/pdp-i3090593990.html,
Điện,Linh Kiện Điện Tử 3MS Tân Phú,106.700 ₫,-14%,91762,-35,4.8,Đồng Hồ Vạn Năng Điện Tử XL830,111 Đã bán,https://www.lazada.vn/products/pdp-i249180277.html,
Điện,LIJINGF,79.970 ₫,-44%,44783,,,LIJINGF LCD tự động phạm vi kỹ thuật số vôn kế vạn năng ohmmeter Volt Tester các biện pháp điện áp AC DC điện áp hiện tại Điện dung tần số,,https://www.lazada.vn/products/pdp-i3157744291.html,
Phụ kiện điện thoại & máy tính bảng,BEN BEN TPHCM,1.065.000 ₫,-92%,85200,-406,4,[DUNG LƯỢNG KHỦNG 30000MAH - TẶNG KÈM CÁP SẠC] PIN SẠC DỰ PHÒNG MẶT ĐEN CAO CẤP 30000MAH DUNG LƯỢNG KHỦNG - PIN DỰ PHÒNG CÓ MÀN HÌNH LCD HIỂN THỊ PHÂN TRĂM PIN + 2 CỔNG RA ĐÈN LED SIÊU SÁNG - PIN SẠC DỰ PHÒNG CAO CẤP,1.0K Đã bán,https://www.lazada.vn/products/pdp-i2220468958.html,
Điện,Smart Room,,,,-116,4.9,Máy đo dòng điện điện áp công suất watt metter 100A 150A. Tích hợp đồng hồ đo điện vôn kế ampe kế và đồng hồ đo năng lượng điện. Độ chính xác cao.,348 Đã bán,https://www.lazada.vn/products/pdp-i470942416.html,
"Thiết bị sưởi, làm lạnh và thông gió",Tonnifu dụng cụ điện,400.000 ₫,-23%,308000,-348,4.8,"Quạt tích điện đế pin Tonnifu 21v phổ thông 8 inch, quạt xoay 2 tốc, bảo hành 06 tháng.",1.0K Đã bán,https://www.lazada.vn/products/pdp-i2825687409.html,
Điện,A_hoco__Store,207.300 ₫,-37%,130599,-30,3.9,"【🔥HCM/24H】Đồng hồ vạn năng VOM YX360-TRD tặng kèm pin đo điện trở, dòng điện xoay chiều 1 chiều",107 Đã bán,https://www.lazada.vn/products/pdp-i2152003885.html,
Điện,PowerOfficial Store,285.800 ₫,-50%,142900,-11,4.9,"Đồng hồ đo điện vạn năng VOM Sanwa YX360TRD kèm pin, có còi báo, ốp da bọc",29 Đã bán,https://www.lazada.vn/products/pdp-i2166134831.html,
Điện,ForesightOfficialStore,216.600 ₫,-39%,132126,-12,3.9,"Đồng hồ đo điện vạn năng VOM Sanwa Yx 360 TRD kèm pin có còi báo, ốp da bọc",39 Đã bán,https://www.lazada.vn/products/pdp-i2152147516.html,
Điện,Thiết bị điện và đèn led chiếu sáng,150.000 ₫,-30%,105000,-143,4.9,Đồng Hồ Đo Điện SAMWA - 360 Đỏ,410 Đã bán,https://www.lazada.vn/products/pdp-i1476476740.html,
"Thiết bị sưởi, làm lạnh và thông gió",goojodoqstore.vn,900.000 ₫,-52%,432000,-138,4.9,"Quạt di động mini GOOJODOQ GFS007 5 cấp độ gió,4000mAh,Đèn LED Hiển Thị,cường độ gió tăng cường 10x, Sử Dụng Lên Đến 12H",456 Đã bán,https://www.lazada.vn/products/pdp-i3028067195.html,
